air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,period_end,period
18,0.14,-155,141,953,1018,1088,66,12.4,344,0,344,332,18.4,0.1,69.1,686.8,0,0,0,0,185,201,0.8,0.6,23,2024-02-07T17:00:00Z,PT60M
18,0.14,167,152,942,1030,1098,83,12.8,174,0,174,168,18.4,0.6,70.1,686.2,0,0,0,0,222,230,1,0.8,21,2024-02-07T18:00:00Z,PT60M
18,0.14,137,149,927,963,1033,18.2,13.4,394,450,787,819,18.4,0.7,72.9,685.4,0,0,0,0,227,227,1.2,0.9,28,2024-02-07T19:00:00Z,PT60M
18,0.14,121,140,887,818,890,10.5,13.9,271,603,733,783,18.9,2.7,74.8,684.9,0,0,0,0,235,230,1,0.8,40,2024-02-07T20:00:00Z,PT60M
18,0.14,114,139,775,603,674,21.9,14.2,284,310,476,501,19.2,2.2,76.8,684.7,0,0,0,0,223,224,0.9,0.7,53,2024-02-07T21:00:00Z,PT60M
17,0.14,109,112,615,352,416,48.3,14.6,163,38,174,174,18.4,1.4,84.2,684.8,0,0,0,0,170,223,0.4,0.3,67,2024-02-07T22:00:00Z,PT60M
16,0.14,107,52,290,106,140,30.7,14.4,68,38,77,80,17.6,1.2,89.7,685,0,0,0,0,62,57,0.3,0.1,82,2024-02-07T23:00:00Z,PT60M
15,0.14,105,0,0,0,0,29.1,13.8,0,0,0,0,17,0.2,91.7,685.1,0,0,0,0,43,49,0.5,0.3,96,2024-02-08T00:00:00Z,PT60M
14,0.14,105,0,0,0,0,43.8,13.6,0,0,0,0,16.9,0.3,94.6,685.5,0,0,0,0,54,79,0.4,0.5,110,2024-02-08T01:00:00Z,PT60M
14,0.14,106,0,0,0,0,35.2,13.4,0,0,0,0,16.9,0.2,96.8,686.1,0,0,0,0,107,114,0.8,0.9,125,2024-02-08T02:00:00Z,PT60M
14,0.14,109,0,0,0,0,11.7,13.2,0,0,0,0,16.8,0.1,98.4,686.5,0,0,0,0,116,111,1.3,1.1,139,2024-02-08T03:00:00Z,PT60M
13,0.14,116,0,0,0,0,8.9,13,0,0,0,0,16.9,0,98.4,686.7,0,0,0,0,120,108,1.6,1.3,153,2024-02-08T04:00:00Z,PT60M
13,0.14,140,0,0,0,0,3.8,12.8,0,0,0,0,16.8,0,97.4,686.8,0,0,0,0,116,107,1.8,1.4,165,2024-02-08T05:00:00Z,PT60M
13,0.14,-159,0,0,0,0,13.8,12.6,0,0,0,0,16.5,0,96.5,686.4,0,0,0,0,115,107,2,1.4,168,2024-02-08T06:00:00Z,PT60M
13,0.14,-121,0,0,0,0,9.2,12.3,0,0,0,0,16.2,0,96.5,685.8,0,0,0,0,116,108,2.2,1.3,158,2024-02-08T07:00:00Z,PT60M
13,0.14,-110,0,0,0,0,1.1,12.1,0,0,0,0,15.9,0,97.4,685.4,0,0,0,0,114,108,2.2,1.3,144,2024-02-08T08:00:00Z,PT60M
12,0.14,-106,0,0,0,0,17.8,11.9,0,0,0,0,15.5,0,98,685.1,0,0,0,0,111,106,2.1,1.3,130,2024-02-08T09:00:00Z,PT60M
12,0.14,-105,0,0,0,0,45.5,11.9,0,0,0,0,15.4,0,97.4,684.9,0,0,0,0,107,98,1.8,1.1,115,2024-02-08T10:00:00Z,PT60M
12,0.14,-105,0,0,0,0,28.5,12,0,0,0,0,15.6,0,97.4,685,0,0,0,0,104,96,1.6,0.9,101,2024-02-08T11:00:00Z,PT60M
12,0.14,-106,23,185,48,70,32.2,12,26,104,41,53,15.6,0,99,685.5,0,0,0,0,105,102,1.7,1,87,2024-02-08T12:00:00Z,PT60M
12,0.14,-108,70,679,281,352,1.7,11.8,74,644,278,346,15.4,0,98.7,686,0,0,0,0,107,102,1.6,1,72,2024-02-08T13:00:00Z,PT60M
13,0.14,-111,94,852,543,621,5.7,12,143,709,507,572,15.3,0,91.6,686.5,0,0,0,0,112,108,1.2,0.8,58,2024-02-08T14:00:00Z,PT60M
15,0.14,-118,110,927,769,844,33.1,12.2,396,167,511,517,15.4,0.1,82.8,686.7,0,0,0,0,120,121,0.8,0.5,45,2024-02-08T15:00:00Z,PT60M
16,0.14,-130,121,963,936,1007,59.1,12.4,374,8,380,368,15.8,0.3,79,686.6,0,0,0,0,145,168,0.3,0.2,32,2024-02-08T16:00:00Z,PT60M
16,0.14,-154,132,973,1029,1097,81,12.5,195,0,195,188,16.3,0.2,79,686.3,0,0,0,0,232,236,0.2,0.3,23,2024-02-08T17:00:00Z,PT60M
16,0.14,167,140,964,1040,1108,55.8,12.8,444,16,459,445,16.6,0.3,79.8,685.6,0,0,0,0,263,257,0.8,0.7,21,2024-02-08T18:00:00Z,PT60M
17,0.14,137,145,937,970,1038,84.5,13.3,152,0,152,147,16.9,0.4,79.8,685,0,0,0,0,253,249,1,0.9,28,2024-02-08T19:00:00Z,PT60M
17,0.14,121,143,890,824,894,71.3,14,235,0,235,227,16.9,0.2,81.2,684.5,0,0,0,0,256,249,0.8,0.7,40,2024-02-08T20:00:00Z,PT60M
18,0.14,113,132,804,614,685,39.8,14.6,338,46,363,357,16.7,0.4,82.3,684.1,0,0,0,0,266,259,0.7,0.5,53,2024-02-08T21:00:00Z,PT60M
18,0.14,109,111,619,355,418,43,14.3,197,25,209,206,16.5,0.2,81.5,684.2,0,0,0,0,272,273,0.9,0.7,67,2024-02-08T22:00:00Z,PT60M
17,0.14,106,56,256,104,133,38.5,13.8,61,0,61,59,16.4,0.1,83,684.5,0,0,0,0,285,286,1,0.7,81,2024-02-08T23:00:00Z,PT60M
16,0.14,105,0,0,0,0,18.1,13.8,0,0,0,0,16.2,0,85.7,684.9,0,0,0,0,357,353,0.4,0.3,96,2024-02-09T00:00:00Z,PT60M
16,0.14,105,0,0,0,0,8.6,13.6,0,0,0,0,15.8,0,88.2,685.4,0,0,0,0,92,92,0.9,0.7,110,2024-02-09T01:00:00Z,PT60M
15,0.14,105,0,0,0,0,30.3,13.6,0,0,0,0,15.6,0,92.2,685.8,0,0,0,0,99,100,1.3,0.9,125,2024-02-09T02:00:00Z,PT60M
14,0.14,108,0,0,0,0,28.9,13.6,0,0,0,0,15.4,0,94.9,686.2,0,0,0,0,99,98,1.3,0.7,139,2024-02-09T03:00:00Z,PT60M
14,0.14,115,0,0,0,0,32.8,13.4,0,0,0,0,15.4,0.1,96.2,686.4,0,0,0,0,105,100,1,0.6,153,2024-02-09T04:00:00Z,PT60M
14,0.14,139,0,0,0,0,54.6,13.4,0,0,0,0,15.5,0,97.4,686.4,0,0,0,0,122,109,0.8,0.5,165,2024-02-09T05:00:00Z,PT60M
14,0.14,-158,0,0,0,0,55.7,13.4,0,0,0,0,15.7,0,98.7,686.1,0,0,0,0,128,121,1.1,0.6,168,2024-02-09T06:00:00Z,PT60M
13,0.14,-121,0,0,0,0,27.7,13.3,0,0,0,0,15.6,0,99.4,685.6,0,0,0,0,121,117,1.6,0.9,158,2024-02-09T07:00:00Z,PT60M
13,0.14,-110,0,0,0,0,40.1,13.1,0,0,0,0,15.5,0,99.7,685.2,0,0,0,0,115,111,1.9,1.1,144,2024-02-09T08:00:00Z,PT60M
13,0.14,-106,0,0,0,0,41,12.8,0,0,0,0,15.1,0,99.7,684.9,0,0,0,0,111,108,2.1,1.2,130,2024-02-09T09:00:00Z,PT60M
13,0.14,-105,0,0,0,0,37.1,12.5,0,0,0,0,14.7,0,99,684.8,0,0,0,0,111,104,1.9,1,116,2024-02-09T10:00:00Z,PT60M
13,0.14,-105,0,0,0,0,29,12.5,0,0,0,0,14.2,0,98.4,685,0,0,0,0,111,105,1.7,1,101,2024-02-09T11:00:00Z,PT60M
13,0.14,-106,23,196,49,71,40.6,12.5,27,7,28,28,13.8,0,97.7,685.3,0,0,0,0,110,105,2,1.2,87,2024-02-09T12:00:00Z,PT60M
14,0.14,-108,70,685,284,354,34,12.8,159,100,192,199,13.6,0,94.9,685.8,0,0,0,0,115,113,1.9,1.2,72,2024-02-09T13:00:00Z,PT60M
16,0.14,-111,94,857,547,623,3.8,13.3,123,761,528,596,13.5,0,87.1,686.2,0,0,0,0,125,129,1.5,1,58,2024-02-09T14:00:00Z,PT60M
17,0.14,-117,108,935,775,848,28,13.4,382,248,557,570,13.8,0.1,77.9,686.3,0,0,0,0,135,138,1.3,0.8,44,2024-02-09T15:00:00Z,PT60M
18,0.14,-129,118,973,943,1012,55.1,12.8,387,39,418,409,14.3,0.1,71.7,686.3,0,0,0,0,140,145,1.2,0.8,32,2024-02-09T16:00:00Z,PT60M
19,0.14,-154,121,993,1038,1105,59.6,12.5,393,29,420,409,14.6,0.1,67.9,686.1,0,0,0,0,141,147,1.3,0.8,22,2024-02-09T17:00:00Z,PT60M
19,0.14,167,113,1008,1056,1123,53.6,12.3,465,27,490,476,14.6,0.2,65.9,685.6,0,0,0,0,148,152,1.1,0.7,21,2024-02-09T18:00:00Z,PT60M
19,0.14,136,104,1005,990,1059,68.2,12.2,311,6,317,307,14.5,0.2,66.8,684.9,0,0,0,0,151,162,0.7,0.5,28,2024-02-09T19:00:00Z,PT60M
18,0.14,121,101,970,846,918,32.7,12.6,417,196,572,578,14.4,0.3,68.7,684.2,0,0,0,0,147,167,0.4,0.2,40,2024-02-09T20:00:00Z,PT60M
19,0.14,113,95,900,635,710,35.4,13,331,135,415,419,14.5,0.2,69.7,683.6,0,0,0,0,206,258,0.1,0.1,53,2024-02-09T21:00:00Z,PT60M
18,0.14,108,81,763,380,453,25.4,13.5,164,303,292,318,13.8,0.3,74.1,683.6,0,0,0,0,345,322,0.3,0.3,67,2024-02-09T22:00:00Z,PT60M
17,0.14,106,45,407,119,164,66.1,13.8,31,0,31,30,12.9,0.2,79.4,683.8,0,0,0,0,8,349,0.4,0.3,81,2024-02-09T23:00:00Z,PT60M
17,0.14,105,1,1,1,1,26.9,14,0,0,0,0,12.7,0.1,83.6,684,0,0,0,0,62,52,0.4,0.2,96,2024-02-10T00:00:00Z,PT60M
16,0.14,104,0,0,0,0,2.7,14.1,0,0,0,0,12.3,0.1,87.9,684.6,0,0,0,0,101,99,1.2,0.6,110,2024-02-10T01:00:00Z,PT60M
15,0.14,105,0,0,0,0,1.1,13.9,0,0,0,0,11.9,0,91.4,685.1,0,0,0,0,108,103,2.2,1.1,125,2024-02-10T02:00:00Z,PT60M
15,0.14,108,0,0,0,0,29.2,13.8,0,0,0,0,11.5,0.1,95.3,685.6,0,0,0,0,110,104,2.5,1.3,139,2024-02-10T03:00:00Z,PT60M
14,0.14,115,0,0,0,0,26.2,13.8,0,0,0,0,11.6,0.1,96.8,686,0,0,0,0,110,104,2.5,1.3,153,2024-02-10T04:00:00Z,PT60M
14,0.14,139,0,0,0,0,15.4,13.8,0,0,0,0,11.9,0.1,96.8,685.9,0,0,0,0,111,103,2.2,1.1,165,2024-02-10T05:00:00Z,PT60M
14,0.14,-158,0,0,0,0,29.6,13.8,0,0,0,0,12.2,0.1,97.4,685.5,0,0,0,0,113,101,2.1,1.1,168,2024-02-10T06:00:00Z,PT60M
14,0.14,-120,0,0,0,0,27.6,13.8,0,0,0,0,12.2,0,98.1,685.2,0,0,0,0,116,103,2.2,1.1,158,2024-02-10T07:00:00Z,PT60M
14,0.14,-109,0,0,0,0,8.9,13.5,0,0,0,0,11.8,0,98.4,684.7,0,0,0,0,121,109,2.3,1.2,144,2024-02-10T08:00:00Z,PT60M
13,0.14,-106,0,0,0,0,19.8,13.1,0,0,0,0,11.6,0,99,684.4,0,0,0,0,123,113,2.4,1.3,130,2024-02-10T09:00:00Z,PT60M
13,0.14,-104,0,0,0,0,27.5,13,0,0,0,0,11.7,0,99.3,684.5,0,0,0,0,122,107,2.2,1.2,116,2024-02-10T10:00:00Z,PT60M
13,0.14,-104,0,0,0,0,36.1,13.1,0,0,0,0,12,0,99.3,684.6,0,0,0,0,116,103,2.2,1.1,101,2024-02-10T11:00:00Z,PT60M
13,0.14,-105,22,228,51,77,53.2,13.2,20,0,20,20,12.2,0,99.3,685,0,0,0,0,113,106,2.4,1.3,87,2024-02-10T12:00:00Z,PT60M
14,0.14,-107,64,725,290,362,48.9,13.2,112,134,165,175,12.4,0,98.1,685.7,0,0,0,0,115,110,2.1,1.3,72,2024-02-10T13:00:00Z,PT60M
15,0.14,-111,82,892,555,631,33.8,13.4,276,172,363,373,12.5,0.1,93.1,686.1,0,0,0,0,117,114,2.1,1.5,58,2024-02-10T14:00:00Z,PT60M
16,0.14,-117,92,968,784,857,28.3,13.6,382,257,558,572,12.8,0.2,86.5,686.3,0,0,0,0,119,118,2.5,1.8,44,2024-02-10T15:00:00Z,PT60M
17,0.14,-129,103,1001,953,1021,20.1,13.4,369,459,764,793,12.9,0.2,79.9,686.4,0,0,0,0,121,124,2.7,2,32,2024-02-10T16:00:00Z,PT60M
18,0.14,-153,111,1014,1049,1115,17.6,13.2,379,524,865,898,12.7,0.2,74.2,686,0,0,0,0,126,129,2.7,2,22,2024-02-10T17:00:00Z,PT60M
19,0.14,167,109,1021,1066,1131,31.3,13.2,530,215,732,735,12.4,0.1,70.6,685.3,0,0,0,0,127,130,2.6,1.9,20,2024-02-10T18:00:00Z,PT60M
19,0.14,136,102,1015,999,1067,23.2,13.2,425,387,768,790,12.3,0.1,68,684.6,0,0,0,0,124,128,2.1,1.4,28,2024-02-10T19:00:00Z,PT60M
20,0.14,120,95,988,855,926,13.5,13.2,270,615,737,782,12.2,0.1,65.1,684.1,0,0,0,0,116,121,1.5,0.9,40,2024-02-10T20:00:00Z,PT60M
20,0.14,112,88,924,644,719,7.5,12.9,164,722,593,653,12.2,0.1,63.1,683.8,0,0,0,0,112,115,1.2,0.7,53,2024-02-10T21:00:00Z,PT60M
20,0.14,108,73,802,388,463,13.3,13.1,138,492,342,389,11.8,0,65.5,683.7,0,0,0,0,108,117,0.6,0.3,67,2024-02-10T22:00:00Z,PT60M
19,0.14,106,42,455,124,173,39.7,13.5,68,12,71,70,11.3,0,70,683.9,0,0,0,0,100,180,0.3,0,81,2024-02-10T23:00:00Z,PT60M
18,0.14,104,1,1,1,1,17.4,14,1,0,1,1,10.8,0,76.5,684.1,0,0,0,0,102,97,0.7,0.4,96,2024-02-11T00:00:00Z,PT60M
17,0.14,104,0,0,0,0,4.1,14,0,0,0,0,10.4,0,83.8,684.7,0,0,0,0,101,102,1.4,1,110,2024-02-11T01:00:00Z,PT60M
15,0.14,105,0,0,0,0,16.9,13.6,0,0,0,0,10.3,0,89.3,685.3,0,0,0,0,99,103,1.9,1.1,125,2024-02-11T02:00:00Z,PT60M
14,0.14,107,0,0,0,0,2.5,13.2,0,0,0,0,10.2,0,93.4,685.7,0,0,0,0,100,101,2.3,1.3,139,2024-02-11T03:00:00Z,PT60M
14,0.14,114,0,0,0,0,4.8,12.8,0,0,0,0,10.1,0,94,685.9,0,0,0,0,102,103,2.6,1.6,153,2024-02-11T04:00:00Z,PT60M
13,0.14,138,0,0,0,0,5.1,12.5,0,0,0,0,10,0,94.6,685.7,0,0,0,0,105,104,2.7,1.7,166,2024-02-11T05:00:00Z,PT60M
13,0.14,-158,0,0,0,0,20.7,12.2,0,0,0,0,9.8,0,95.8,685.2,0,0,0,0,108,105,2.8,1.7,168,2024-02-11T06:00:00Z,PT60M
12,0.14,-119,0,0,0,0,21.7,11.8,0,0,0,0,9.5,0,95.8,684.7,0,0,0,0,109,107,2.9,1.7,158,2024-02-11T07:00:00Z,PT60M
12,0.14,-109,0,0,0,0,13.2,11.4,0,0,0,0,9.1,0,94.6,684.3,0,0,0,0,108,106,2.8,1.8,144,2024-02-11T08:00:00Z,PT60M
12,0.14,-105,0,0,0,0,11.3,11.3,0,0,0,0,8.8,0,93.9,684.1,0,0,0,0,108,108,2.9,1.8,130,2024-02-11T09:00:00Z,PT60M
12,0.14,-104,0,0,0,0,32.4,10.8,0,0,0,0,8.5,0,92.4,684.3,0,0,0,0,110,107,3,1.7,116,2024-02-11T10:00:00Z,PT60M
12,0.14,-104,0,0,0,0,33.5,10.3,0,0,0,0,8.3,0,90.5,684.5,0,0,0,0,111,103,3.3,1.7,101,2024-02-11T11:00:00Z,PT60M
12,0.14,-105,23,218,52,75,41.8,10,28,2,28,27,8.2,0,90.2,684.9,0,0,0,0,110,103,3.4,2,87,2024-02-11T12:00:00Z,PT60M
12,0.14,-107,67,727,295,365,24.4,10,134,294,228,256,8.5,0,90.2,685.7,0,0,0,0,109,105,3,1.9,72,2024-02-11T13:00:00Z,PT60M
13,0.14,-110,83,908,565,640,20.5,10.8,230,409,452,484,8.7,0,85.2,686.2,0,0,0,0,110,109,2.5,1.7,58,2024-02-11T14:00:00Z,PT60M
16,0.14,-116,95,979,796,867,17.8,11.4,297,497,656,693,9,0,75.4,686.4,0,0,0,0,114,115,2.2,1.5,44,2024-02-11T15:00:00Z,PT60M
18,0.14,-128,106,1010,965,1032,25.2,11.4,424,352,719,737,9.4,0,66.4,686.4,0,0,0,0,120,121,2.4,1.6,32,2024-02-11T16:00:00Z,PT60M
19,0.14,-153,114,1021,1061,1125,27.1,11,465,331,775,788,9.7,0,58.2,686,0,0,0,0,123,125,2.6,1.8,22,2024-02-11T17:00:00Z,PT60M
21,0.14,167,116,1021,1075,1138,11.2,10.8,305,692,955,999,9.8,0,53.4,685.4,0,0,0,0,123,127,2.3,1.5,20,2024-02-11T18:00:00Z,PT60M
21,0.14,135,118,1002,1006,1071,5.8,10.9,214,829,946,1002,9.7,0,52.6,684.7,0,0,0,0,119,121,1.7,1.1,28,2024-02-11T19:00:00Z,PT60M
21,0.14,120,117,963,859,927,3.4,11.1,164,863,829,891,9.5,0,52.3,684,0,0,0,0,109,107,1.2,0.7,39,2024-02-11T20:00:00Z,PT60M
21,0.14,112,107,894,646,717,1.5,11.2,125,851,635,704,9.4,0,52.2,683.5,0,0,0,0,97,85,0.7,0.3,53,2024-02-11T21:00:00Z,PT60M
21,0.14,108,91,742,384,453,0.4,11.8,93,732,383,450,9.7,0,56.9,683.5,0,0,0,0,130,154,0.3,0.1,67,2024-02-11T22:00:00Z,PT60M
19,0.14,105,50,361,118,156,15.1,13,64,183,101,120,10,0,67,683.8,0,0,0,0,153,162,0.2,0.2,81,2024-02-11T23:00:00Z,PT60M
18,0.14,104,1,0,1,1,13.3,13.6,1,0,1,0,9.8,0,76,684.2,0,0,0,0,90,106,0.4,0.6,96,2024-02-12T00:00:00Z,PT60M
17,0.14,104,0,0,0,0,2.5,13.6,0,0,0,0,9.7,0,82.7,684.9,0,0,0,0,85,101,1.1,1.1,110,2024-02-12T01:00:00Z,PT60M
15,0.14,104,0,0,0,0,6.8,13.2,0,0,0,0,9.6,0,88.1,685.5,0,0,0,0,80,97,1.4,1.2,125,2024-02-12T02:00:00Z,PT60M
14,0.14,107,0,0,0,0,15.6,12.6,0,0,0,0,9.6,0,92.2,685.9,0,0,0,0,82,98,1.4,1.1,139,2024-02-12T03:00:00Z,PT60M
13,0.14,113,0,0,0,0,11.7,12.2,0,0,0,0,9.8,0,94.9,686.1,0,0,0,0,94,102,1.5,1.2,153,2024-02-12T04:00:00Z,PT60M
13,0.14,137,0,0,0,0,16.3,11.9,0,0,0,0,10.1,0,95.2,686,0,0,0,0,100,102,1.7,1.2,166,2024-02-12T05:00:00Z,PT60M
12,0.14,-157,0,0,0,0,15.2,11.5,0,0,0,0,10.1,0,94.6,685.6,0,0,0,0,101,99,1.8,1.3,169,2024-02-12T06:00:00Z,PT60M
12,0.14,-118,0,0,0,0,9.3,11.2,0,0,0,0,9.9,0,94.5,685.2,0,0,0,0,105,100,2,1.4,158,2024-02-12T07:00:00Z,PT60M
12,0.14,-108,0,0,0,0,4.5,10.8,0,0,0,0,9.8,0,94.8,684.8,0,0,0,0,108,104,2.1,1.5,144,2024-02-12T08:00:00Z,PT60M
12,0.14,-105,0,0,0,0,8.3,10.6,0,0,0,0,9.5,0,94.5,684.6,0,0,0,0,111,104,2.2,1.5,130,2024-02-12T09:00:00Z,PT60M
12,0.14,-104,0,0,0,0,14.5,10.9,0,0,0,0,9.3,0,94.8,684.5,0,0,0,0,114,102,2.2,1.5,116,2024-02-12T10:00:00Z,PT60M
12,0.14,-104,0,0,0,0,12.4,11,0,0,0,0,9.1,0,95.2,684.7,0,0,0,0,112,101,2.3,1.6,101,2024-02-12T11:00:00Z,PT60M
12,0.14,-105,24,196,50,71,1.1,10.7,25,184,50,70,8.9,0,93.6,685,0,0,0,0,111,102,2.6,1.7,87,2024-02-12T12:00:00Z,PT60M
12,0.14,-107,73,696,292,358,0,10.1,73,696,292,358,8.8,0,90.5,685.5,0,0,0,0,113,106,2.4,1.6,72,2024-02-12T13:00:00Z,PT60M
13,0.14,-110,92,884,562,633,0,9.8,92,884,562,633,9,0,80.5,685.8,0,0,0,0,117,116,1.9,1.3,58,2024-02-12T14:00:00Z,PT60M
16,0.14,-116,103,962,793,861,0,10,103,962,793,861,9.6,0,68.5,686.1,0,0,0,0,129,131,1.3,0.9,44,2024-02-12T15:00:00Z,PT60M
18,0.14,-128,112,997,962,1026,2.2,10.3,149,931,940,1000,10.3,0,61.3,686,0,0,0,0,138,143,1.2,0.8,31,2024-02-12T16:00:00Z,PT60M
20,0.14,-153,120,1008,1056,1117,25.1,10.5,478,338,791,805,11,0,55.7,685.5,0,0,0,0,159,174,0.8,0.6,22,2024-02-12T17:00:00Z,PT60M
21,0.14,166,123,1006,1069,1129,29.3,10.6,501,272,756,762,11.5,0,52.7,685,0,0,0,0,210,230,0.4,0.4,20,2024-02-12T18:00:00Z,PT60M
21,0.14,135,122,988,999,1060,32.3,11.1,524,172,676,676,12.1,0.1,52.8,684.4,0,0,0,0,168,236,0.2,0.2,27,2024-02-12T19:00:00Z,PT60M
21,0.14,119,121,943,850,914,18.4,11.7,337,461,694,724,12.5,0,54.8,683.8,0,0,0,0,8,297,0.1,0.1,39,2024-02-12T20:00:00Z,PT60M
21,0.14,112,116,859,636,702,47.3,12.3,330,7,335,325,12.7,0.1,58.3,683.3,0,0,0,0,294,291,0.5,0.4,53,2024-02-12T21:00:00Z,PT60M
20,0.14,107,99,696,375,438,9.3,13,147,487,340,384,12.6,0,62.9,683.4,0,0,0,0,293,295,0.7,0.5,67,2024-02-12T22:00:00Z,PT60M
20,0.14,105,53,322,114,148,17.9,13.5,69,114,96,107,12.4,0,67.9,683.9,0,0,0,0,322,338,0.4,0.2,81,2024-02-12T23:00:00Z,PT60M
18,0.14,104,1,0,1,1,6.5,13.7,1,0,1,0,12.2,0,74.4,684.4,0,0,0,0,30,67,0.5,0.5,96,2024-02-13T00:00:00Z,PT60M
17,0.14,103,0,0,0,0,0,13.8,0,0,0,0,12.2,0,82.8,685.1,0,0,0,0,56,93,0.7,0.9,110,2024-02-13T01:00:00Z,PT60M
15,0.14,104,0,0,0,0,0,13.5,0,0,0,0,12.1,0.2,88.5,685.7,0,0,0,0,52,96,0.8,0.9,125,2024-02-13T02:00:00Z,PT60M
14,0.14,106,0,0,0,0,14.6,13,0,0,0,0,11.9,0.1,91.6,686.3,0,0,0,0,38,90,0.8,0.8,139,2024-02-13T03:00:00Z,PT60M
13,0.14,113,0,0,0,0,27.6,12.6,0,0,0,0,11.7,0,94.6,686.5,0,0,0,0,30,90,0.8,0.8,153,2024-02-13T04:00:00Z,PT60M
13,0.14,136,0,0,0,0,37.3,12.4,0,0,0,0,11.4,0,96.5,686.4,0,0,0,0,42,93,0.8,0.9,166,2024-02-13T05:00:00Z,PT60M
13,0.14,-156,0,0,0,0,19.3,12.1,0,0,0,0,11.1,0.2,97.1,686,0,0,0,0,69,99,0.9,0.9,169,2024-02-13T06:00:00Z,PT60M
12,0.14,-118,0,0,0,0,32.2,11.7,0,0,0,0,10.9,0,97.4,685.5,0,0,0,0,92,104,1.1,1,158,2024-02-13T07:00:00Z,PT60M
12,0.14,-108,0,0,0,0,47.1,11.4,0,0,0,0,10.7,0,98.4,685.2,0,0,0,0,102,104,1.4,1.2,145,2024-02-13T08:00:00Z,PT60M
11,0.14,-104,0,0,0,0,20.7,11.3,0,0,0,0,10.5,0,99.3,685.1,0,0,0,0,109,103,1.7,1.4,130,2024-02-13T09:00:00Z,PT60M
11,0.14,-103,0,0,0,0,15.7,11.2,0,0,0,0,10.7,0,99.3,685.2,0,0,0,0,115,102,1.7,1.4,116,2024-02-13T10:00:00Z,PT60M
11,0.14,-103,0,0,0,0,19.2,11.1,0,0,0,0,10.8,0,99.7,685.3,0,0,0,0,116,102,1.6,1.4,101,2024-02-13T11:00:00Z,PT60M
11,0.14,-104,28,127,45,59,43.3,11,25,0,25,24,10.2,0,99.7,685.7,0,0,0,0,112,102,1.8,1.5,86,2024-02-13T12:00:00Z,PT60M
11,0.14,-106,94,565,275,328,6,10.2,103,480,265,309,9.8,0,93,686.2,0,0,0,0,111,105,2.1,1.5,72,2024-02-13T13:00:00Z,PT60M
13,0.14,-110,121,800,549,613,0,10.2,121,800,549,613,9.6,0,80.8,686.7,0,0,0,0,117,117,1.9,1.3,58,2024-02-13T14:00:00Z,PT60M
16,0.14,-116,130,912,785,849,7.9,10.6,229,689,721,771,9.7,0,70.2,686.9,0,0,0,0,129,132,1.5,1.1,44,2024-02-13T15:00:00Z,PT60M
18,0.14,-127,135,964,959,1019,8.2,10.6,260,725,880,926,9.9,0,63.3,686.7,0,0,0,0,132,135,1.7,1.1,31,2024-02-13T16:00:00Z,PT60M
19,0.14,-152,135,990,1056,1114,8.3,10.6,275,745,968,1013,10.3,0,57.7,686.1,0,0,0,0,129,132,1.9,1.3,21,2024-02-13T17:00:00Z,PT60M
21,0.14,166,136,991,1070,1127,19.9,10.5,437,445,857,879,10.8,0,52.8,685.3,0,0,0,0,127,130,1.5,0.9,19,2024-02-13T18:00:00Z,PT60M
21,0.14,134,139,966,999,1057,28.8,10.9,509,227,711,715,11.3,0,52.6,684.6,0,0,0,0,138,155,0.8,0.4,27,2024-02-13T19:00:00Z,PT60M
21,0.14,119,137,919,849,909,20.8,11.6,376,387,667,688,11.9,0.1,54.9,684.2,0,0,0,0,187,218,0.4,0.3,39,2024-02-13T20:00:00Z,PT60M
21,0.14,111,126,838,634,697,2.8,12.2,157,762,614,672,12.4,0.1,57.5,683.9,0,0,0,0,214,244,0.4,0.3,53,2024-02-13T21:00:00Z,PT60M
20,0.14,107,107,661,371,429,2.7,12.5,121,599,361,414,12.8,0,62.2,683.9,0,0,0,0,203,219,0.6,0.4,67,2024-02-13T22:00:00Z,PT60M
19,0.14,105,57,265,109,136,29.8,13.1,57,90,77,85,12.9,0,70.2,684.4,0,0,0,0,174,176,0.7,0.4,81,2024-02-13T23:00:00Z,PT60M
17,0.14,103,1,0,1,1,29.8,13.5,0,0,0,0,12.6,0,79.2,684.8,0,0,0,0,113,106,0.8,0.7,96,2024-02-14T00:00:00Z,PT60M
15,0.14,103,0,0,0,0,23.9,13.2,0,0,0,0,12.3,0,86.5,685.4,0,0,0,0,92,100,1.3,1.1,110,2024-02-14T01:00:00Z,PT60M
14,0.14,103,0,0,0,0,22.2,13,0,0,0,0,12.3,0,91.9,686,0,0,0,0,94,104,1.5,1.2,125,2024-02-14T02:00:00Z,PT60M
14,0.14,106,0,0,0,0,16,12.7,0,0,0,0,12.3,0,94.6,686.5,0,0,0,0,93,103,1.7,1.3,139,2024-02-14T03:00:00Z,PT60M
13,0.14,112,0,0,0,0,15.4,12.2,0,0,0,0,12.4,0,95.2,686.6,0,0,0,0,98,105,1.9,1.4,154,2024-02-14T04:00:00Z,PT60M
